,QueryNumber,1,2,3,4,5,6,7,8,9,10
36,37.0,1.0,1.0,1.0,1.0,0.9395390000481981,0.8474870656778776,0.8601073710559998,0.8701614633244278,0.9073220437096914,0.9700924384660846
37,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,0.3562071871080222
38,39.0,1.0,0.5,0.5599531166420328,0.49009705347512933,0.5241835131763742,0.5228136307263043,0.6111903775910421,0.6587585105502166,0.7487949617675757,0.7487949617675757
39,40.0,0.0,0.0,0.0,0.0,0.0861353116146786,0.0861353116146786,0.0861353116146786,0.0861353116146786,0.33850721304326165,0.33850721304326165
40,41.0,0.0,0.5,0.6199062332840657,0.5917893050277886,0.5917893050277886,0.5917893050277886,0.5917893050277886,0.5917893050277886,0.6204062242704609,0.7296361475926613
41,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9810088103502596,0.9989819702588689,0.9989819702588689
42,43.0,1.0,0.625,0.7149296749630493,0.7278595366851924,0.7380918110389565,0.7139784000248517,0.693127802444236,0.693127802444236,0.7965804856897241,0.8212602227068256
43,44.0,1.0,1.0,0.7601875334318685,0.7984848580994974,0.8228524720689647,0.7667268847755547,0.7860300210224805,0.8014080572174738,0.8548886650715055,0.918708583783083
44,45.0,1.0,0.5,0.4043349044019921,0.5559604935527391,0.5559604935527391,0.5559604935527391,0.6999874924993638,0.6999874924993638,0.6999874924993638,0.6999874924993638
45,46.0,1.0,0.5,0.6199062332840657,0.5209090851403014,0.6584645692843067,0.7820230128403328,0.7820230128403328,0.7820230128403328,0.7820230128403328,0.7820230128403328
46,47.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
47,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
48,49.0,1.0,1.0,1.0,1.0,1.0,0.9020243604942442,0.9293576275043909,0.9886609626299796,0.9886609626299796,0.9886609626299796
49,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,51.0,1.0,1.0,0.7601875334318685,0.6787121293845728,0.5966409013405569,0.6361602669821811,0.6221290442817732,0.7046881606028598,0.7828216649761705,0.8573799762606469
51,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,53.0,0.75,1.0,0.7871546029909718,0.95583058934618,0.95583058934618,0.95583058934618,0.95583058934618,0.95583058934618,0.95583058934618,0.95583058934618
53,54.0,1.0,0.5,0.4400468833579671,0.3697727287149246,0.445981070752507,0.4745192745835096,0.5561903180056278,0.6429036387688369,0.7249686599195785,0.7249686599195785
54,55.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
55,56.0,0.5,0.3333333333333333,0.27541155237618664,0.27541155237618664,0.27541155237618664,0.27541155237618664,0.27541155237618664,0.27541155237618664,0.44917689524762666,0.5320840336652405
56,57.0,0.25,0.7142857142857143,0.7750986848597222,0.6632280408850106,0.7272716712526025,0.7126521509373592,0.6921538719476259,0.7264336070478993,0.7760451883082697,0.8470574080069929
57,58.0,1.0,0.625,0.7149296749630493,0.6406818138552262,0.6841312875255875,0.7150787266301278,0.7875313212547639,0.8524951264979251,0.8524951264979251,0.8524951264979251
58,59.0,0.0,0.0,0.17376534287144002,0.17376534287144002,0.17376534287144002,0.17376534287144002,0.2718689172404152,0.2718689172404152,0.44563426011185514,0.44563426011185514
59,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,61.0,1.0,1.0,1.0,0.8403030283801005,0.8596139055669277,0.9183566110791318,0.9220536558329941,0.9220536558329941,0.9220536558329941,0.9603220976092456
61,62.0,0.75,0.42857142857142855,0.5501973697194446,0.5670074811378709,0.6766837701170035,0.6874281943845789,0.7792263219865946,0.7792263219865946,0.7792263219865946,0.7792263219865946
62,63.0,1.0,0.5,0.5,0.5,0.7153382790366966,0.7153382790366966,0.7153382790366966,0.7153382790366966,0.7153382790366966,0.7153382790366966
63,64.0,0.0,0.5,0.38009376671593426,0.3628539510864101,0.3628539510864101,0.3628539510864101,0.4921051363339321,0.6130564533627354,0.6130564533627354,0.6403639341932855
64,65.0,1.0,0.5,0.4634494908668223,0.6571072346332715,0.7042740149827686,0.7042740149827686,0.7042740149827686,0.7407799724623948,0.7407799724623948,0.7407799724623948
65,66.0,0.5,0.3333333333333333,0.3016168281563816,0.377021035195477,0.377021035195477,0.377021035195477,0.5918971990795338,0.5918971990795338,0.5918971990795338,0.5918971990795338
66,67.0,0.0,0.8,0.7103622625487329,0.7103622625487329,0.7103622625487329,0.7790636714038474,0.7790636714038474,0.7790636714038474,0.8350872573108893,0.8350872573108893
67,68.0,0.0,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575
68,69.0,1.0,1.0,1.0,1.0,0.9356482275363767,0.9356482275363767,0.9356482275363767,0.9356482275363767,0.9356482275363767,0.980628186214306
69,70.0,1.0,1.0,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.8086698088039842,0.9166900580139526,0.9166900580139526,0.9166900580139526,0.9166900580139526
70,71.0,0.25,0.2,0.17759056563718323,0.26638584845577484,0.26638584845577484,0.26638584845577484,0.26638584845577484,0.5031732693053524,0.5031732693053524,0.5031732693053524
71,72.0,0.0,0.375,0.5583580998961818,0.7239364549347813,0.7349213002134393,0.7440688046307066,0.7758437433270221,0.7758437433270221,0.7758437433270221,0.7758437433270221
72,73.0,1.0,0.5,0.38009376671593426,0.47909091485969846,0.47909091485969846,0.6026493584157245,0.6026493584157245,0.6026493584157245,0.6026493584157245,0.6987965157643031
73,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,75.0,0.5,0.75,0.6478180753414247,0.7795858045446329,0.7481854586420009,0.7918943648855127,0.8240448012686727,0.8541306965441943,0.8541306965441943,0.8541306965441943
75,76.0,1.0,0.5,0.5956650955980078,0.5670074811378709,0.5670074811378709,0.7159002557453108,0.7159002557453108,0.7159002557453108,0.746254462770196,0.746254462770196
76,77.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
77,78.0,0.0,0.6,0.5327716969115497,0.5708758933277845,0.6646776580311918,0.6276719833173833,0.6789361817553053,0.7269084483586513,0.7269084483586513,0.7702317219814412
78,79.0,0.0,0.0,0.3361415154422513,0.3361415154422513,0.3361415154422513,0.40484292429736574,0.531360995982453,0.531360995982453,0.531360995982453,0.531360995982453
79,80.0,0.25,0.42857142857142855,0.6685806033750895,0.6304277088422541,0.6477424216903641,0.6477424216903641,0.6477424216903641,0.6477424216903641,0.7506949283373877,0.7506949283373877
80,81.0,1.0,0.625,0.7605255520971778,0.7239364549347813,0.8145033056974514,0.850245351148644,0.850245351148644,0.850245351148644,0.850245351148644,0.850245351148644
81,82.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.352371901428583,0.352371901428583
82,83.0,1.0,0.5,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.6199062332840657,0.7398124665681314,0.7398124665681314
83,84.0,0.25,0.3333333333333333,0.39676634368723684,0.36894624466799464,0.46184404818062785,0.6664845921554123,0.6664845921554123,0.6664845921554123,0.6664845921554123,0.6664845921554123
84,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812
85,86.0,0.25,0.14285714285714285,0.1310456303875653,0.3074679127441596,0.3074679127441596,0.3074679127441596,0.3074679127441596,0.3484636344433809,0.5036561579784233,0.5036561579784233
86,87.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
87,88.0,0.0,0.0,0.0,0.0,0.32300741855504483,0.32300741855504483,0.32300741855504483,0.32300741855504483,0.32300741855504483,0.39826491747104015
88,89.0,1.0,0.7142857142857143,0.9032699137989552,0.9032699137989552,0.9032699137989552,0.9032699137989552,0.9032699137989552,0.9032699137989552,0.9032699137989552,0.9032699137989552
89,90.0,1.0,1.0,1.0,1.0,0.9697695000240991,0.9971555917899059,0.9973400824899532,0.9974435272579957,0.9974897232437094,0.9975322751061728
90,91.0,0.5,0.375,0.4601516038821461,0.41531064659152533,0.3985826637524368,0.3985826637524368,0.3985826637524368,0.5232802401927702,0.6412933569544566,0.6412933569544566
91,92.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725935492166201,0.9732788542783928,0.9738965871366324,0.9959565301851473
92,94.0,0.25,0.2,0.17759056563718323,0.5327716969115497,0.5327716969115497,0.5327716969115497,0.5327716969115497,0.5327716969115497,0.5327716969115497,0.586231784115275
93,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,96.0,1.0,0.5,0.4634494908668223,0.49283042597495363,0.49283042597495363,0.5351977223702883,0.5351977223702883,0.5351977223702883,0.5351977223702883,0.6670703810319045
95,97.0,0.0,0.5,0.5956650955980078,0.5409807460396888,0.5409807460396888,0.5409807460396888,0.5409807460396888,0.602183313234397,0.7180268751486903,0.7180268751486903
96,98.0,1.0,0.6,0.7568660405397173,0.7568660405397173,0.7568660405397173,0.8255674493948318,0.8255674493948318,0.8255674493948318,0.8255674493948318,0.8255674493948318
97,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,100.0,1.0,1.0,0.7601875334318685,0.7601875334318685,0.9238850086262381,0.9238850086262381,0.9238850086262381,0.9238850086262381,0.9238850086262381,0.9238850086262381
99,0.0,0.6077441077441077,0.5317460317460317,0.555236351020587,0.5844231911809744,0.6029117668477842,0.6227654017442037,0.6464173478490728,0.6718074556441099,0.6986600501773861,0.7215047571010992
